variable_1,variable_2
"Chaka Zulu mọ̀ pé kò dáa, ìkà l'ó fi ń ṣe. #Nigeria #SouthAfrica #Adulawo #Africa",negative
"Àìfẹni peni, àìfèèyàn p'èèyàn, ló mú ará oko sán bàntẹ́ wọ̀lú. Kí ni ìbàntẹ́ wà fún? #Ibeere #Yoruba",negative
To ba se pe won se bee yen pa Muhammadu Buhari. Orile Ede Nijeria ko ba ti daru - Aare Goodluck Jonathan lo so be!,negative
"Ẹni tí kò tó ni í nà tó ńdè'nà de’ni, àjẹkún ìyà ni yóò jẹ. / Whoever cannot defeat someone in a fight, but decides to waylay the person, courts severe purnishment. [Exercise self-control; don't be presumptuous.] #Yoruba #proverb",negative
Asiwaju awon were in #Yoruba land. #Davido #Yoruba https://t.co/rmnNIsvLSh,negative
"Kiní kan wá ni o, omi igi oṣè yìí ò gbọdọ̀ kan orí ọmọ náà, bí bẹ́ẹ̀kọ́, orí náà á tóbi ju ara lọ. #Yoruba #Ise",negative
"RT @user: #FridayIdioms Yorùbá Idiom for today:⠀ """"""""""""""""Jẹ orí ahun"""""""""""""""" - To be stingy #learnyoruba #yorubaidioms #stingy #yorubaforbegin…",negative
"Inú kan la fi gbà wọ́n, ète àti èrò wọn ni a ò mọ́. Aṣọ wa ò b'ójú mu l'ójú wọn, wọ́n gba ti ọwọ́ wa, a gba ti ọwọ́ọ wọn. #Nigbatiwonde",negative
RT @user: Kí a dé igbó kí a má fọ'hùn ló ńmú ẹyẹ oko ṣu sí'ni lórí. / To get to the forest and make no sound is how bird droppin…,negative
"RT @user: Ìgbà wo ni ọwọ́ pálábá alọkólóhunkígbe yóò gbàgbé'ra sí isà ejò? Nílẹ̀ yí, ìgbà wo ni igbà akọ̀pẹ kò ní di ohun àwátì? Níl…",negative
"Kàkà kó rọ̀ lára ọmọ ìyá àjẹ́, níṣe ló ń fi gbogbo ọmọ bí obìnrin lọ̀rọ̀ Ifẹ̀. #IjaIfeOyo",negative
@user @user Ó gbe òkú àparò.,negative
Àì lè jà ló ń jẹ 'Ìta baba mi ò dé bi'. Ọ̀lẹ lásán-làsàn ni FCMB ó jàre. #SterlingBank #BankWars #Yoruba https://t.co/k4SYjRvKJ6,negative
Itọ́ ti fẹ́ ẹ́ gbẹ l'ẹ́nu o :( #SuperEagles #idanoripapa,negative
"@user: @user haha. Ìbò tí a dì fún Káṣìmawòó, wọ́n ní ká máa wòó lọ́ náà ni. Ìjọba ológun ba rẹ́ wa jẹ."""""""" Àwa náà sì ń wòó :)",negative
"RT @user: Mo gbọ́n tán, mo mọ̀ ọ́ tán, l'agbọ́n ò ṣe l'óró bí oyin. / Wasps' claim to be the wisest and the best is why they hav…",negative
"@user @user @user @user @user @user @user @user @user @user @user @user ojú gbà mí tì fún ọ. Yorùbá là ń fọ̀ níbi, èwo ni ti Gẹ̀ẹ́sì! Gbogbo ènìyàn ń lo èdè abínibí, ìwọ nìkan ṣoṣo ni ọmọwé èdè àtọ̀hùnrìnwá. Mo wí tèmi.",negative
"Kárí ayé aṣọ oníṣúgà ni ìwọ́de #EndSARS yìí, ó kúrò ní kèremí. Àgọ́ ọlọ́pàá Ìdìmú Àlímọ̀ṣọ́ gbàlejò.👮🏿‍♂️ Ijọ́ mélòó la fẹ́ j'ẹ̀fọ́ gbà, láì ṣe yangan. Àwọn ọmọlọ́mọ tí ẹ dá lóró tó gẹ́! 🙋🏿‍♂️ @user @user https://t.co/33WN1nfyIs",negative
"Ìtóò tí ò f'ara ti igi, ẹ̀fúùfùlẹ̀lẹ̀ ni yóò gbé e. #Owe #proverb",negative
RT @user: Ó ṣòro fún Ọmọ-adúláwọ̀ láti ṣe ìrìnàjò jáde kúrò ní Ilẹ̀-Adúláwọ̀ — ṣùgbọ́n bẹ́ẹ̀ náà ni ó nira láti rìnrìnàjò láàárín ilẹ̀…,negative
"@user Alakori ni yin sir. Ema binu o, eni buruku gba niyin. Ewa ko omo yin merin salo si Ilu Oyinbo Boko Haram si un pa awon omolomo.",negative
"Ọjọ́ àjùbà là á níran àdá t'ó bá mú, ọjọ́ ogun-ún bá burú là á rántí alágídí ọmọ. #EsinOro🐎 #Yoruba",negative
Ó kàn jẹ́ wípé a ti máa ń lo gbólóhùn náà gẹ́gẹ́ bíi ohun aburú nítorí a máa ń ṣèṣì kò ó ni. Ó dà bíi kòńgẹ́. @user @user,negative
"ÒWE / PROVERB Bí a bá ń kìlọ̀ fólè, kí a kìlọ̀ fún oníṣu ẹ̀bá ọ̀nà. TRANSLATION: As we warn the thief, we should also warn the farmer who plants yam beside the foot path. ÌTÚPALẸ̀: bí ó ti jẹ́ wípé, olè jíjà kìí ṣe ohun ire, ẹni tí ó gbin iṣu sí ẹ̀bá ọ̀nà náà...",negative
RT @user: Aimokan lo n se won. Awon oyinbo ni mo n ba si'se. Ko si nkan ti won fi s'ori ti awa dudu ko se. Iwa aibikita lo n da wa la…,negative
"Bí o ò kò bá jẹ́ irú orúkọ báwọ̀ní tí a ti dárúkọ tẹ́lẹ̀ẹ nì, ìyẹn nipé orúkọọ̀ rẹ kì í ṣe #OjulowoOrukoYoruba • Ire o!",negative
"RT @user: """"""""""""""""@user @user @user Awon omo alatakiti Boko Haram du adota omo elesin kiristi ni Ipinle Borno - http://t.…",negative
Bí a ò bá gbá ọmọ ìyá ẹni létí; ọbàkan ẹni ò ní bẹ̀rù ẹni. #idahun #Ibeere #Yoruba #owe https://t.co/d07VqN9slX,negative
"Tó bá jẹ́ àwa la pa èèyàn ní ilẹ̀ òkèèrè, gbogbo àgbáyé lá á mọ̀. #JusticeForTobaFalode #Dubai #JebelAliPolice",negative
"ń jẹ́, bá mú kí àwọn olórí ogun gba iná jẹ, bí wọ́n ti pe ìlàrí náà. Àwọn olórí ogun bá wí pé, àṣẹ Aláàfin ń di ẹ̀jẹ̀ sínú, tu ìtọ́ funfun síta fún àwọn ni. Èrò rẹ̀ sí àwọn kò da rárá. Èyí tí ó fi hàn wípé, ẹ̀mí àwọn kò bò lọ́wọ́ ọba nìyẹn. Ni wọ́n bá bínú da",negative
@user @user Toò. Arábìrin wa. Afẹ́fẹ́ ti fẹ́ a ti rí fùrọ̀ adìẹ o :D,negative
RT @user: Ará ẹwá wo yẹ̀yẹ́ àwọn aṣòfin ilé igbìmọ̀ aṣòfin ìpínlẹ̀ Rivers ní Yorùbá http://t.co/PXMnbExO7h #yoruba @user @user…,negative
RT @user: @user ahaha... Tani n je omo Akówápá niwaju omo akú yányán na... àìmèrò ni imu kiniun pe ajá ni ègbón oun!... ...,negative
9. #Parioweyii B'óbìnrin ò dán ilé ọkọ méjì wò... #Ibeere #Yoruba #EsinOro,negative
"Wọ́n ń lo ọpọlọ wa, àmọ́ a ò mọ̀. #Subliminally ni wọ́n ń pè é léèdè Gẹ̀ẹ́sì. A ò fura #BringBackOurGirls @user @user",negative
"Àmọ́ sá kiní kan ló ba àjàò jẹ́, apáa rẹ̀ gùn ju itan lọ, àlejò tí kò bá múra dáadáa, kí ó rí bí ènìyàn pàtàkì kò leè rí ibi dé sí, àwọn Yorùbá kò ní í gbà á lálejò. Ìrísí àlejò jẹ́ atọ́ka irúfẹ́ ènìyàn tí ó ń ṣe. #IrinisiNiIsoniNiOjo #Yoruba #Alaye #Owe",negative
"Kò kúkú sẹ́bi lọ́wọ́ọ yín, #Toronto lẹ lẹ́ ẹ ti kàwé, àwa ò sì lówó láti re ìlú èèbó lọ kàwé ☹ #ASUU #AsoRock #Nigeria",negative
"Àwọn olórí Adó-Àkúrẹ́, fárígá, wọ́n ní wípé, Àkúrẹ́ gbọ́dọ̀ lọ singbà fún Benin, èyí wá mú rògbòdìyàn ṣẹlẹ̀ láàárín Àkúrẹ́ àti Adó-Àkúrẹ́ Benin ní iná tó ń jó wọn ní abẹ́ aṣọ lọ́wọ́, èyí tí kò fún wọn ní ìfọ̀kànbalẹ̀ láti pàṣẹ lórí àwọn ìlú tó wà ní abẹ́",negative
Àwọn kan ti ń jí ara wọn wò 😊,negative
"Agba ti ko kehun soro, o daju wipe yoo ketan sare #YorubaProverbs",negative
"Àdàbà kan ló p'ògèdè bíi p'ẹ́yẹ́lé ò gbó, ni gbegede bá gb'iná ní gbàgede àwon bánkì Màrínà o. Èèyàn ò sì ní fa gbùrù tán kíó wá so wípé òun ò ní fa'gbó. Òrò náà ń rúgbó bọ̀ o. #BankWars #Yoruba",negative
@user Ta ni wọ́n fẹ́ bá jagun?,negative
"RT @user: Òwe wa t'òní: AMÚNIBÚNI ẸRAN ÌBÍYẸ... ÌBÍYẸ FỌ́ LÓJÚ Ọ̀TÚN, ẸRAN Ẹ FỌ́ TI ÒSÌ. (Our proverb for today: Ibiye's disgraceful go…",negative
Ta lo buru ju laarin Sango ati Ogun? (Audio) #Ogun #sango #yoruba https://t.co/8RcJG7dim3 https://t.co/H8pATm8Zmq,negative
"@user: @user crap!!!"""""""" Àánú ṣe mí fún ọ :( #googletranslate",negative
"...ṣùgbọ́n pé ọ̀run kan wà níbì kan, mi ò gbà á gbọ́, nítorí mi ò rẹ́ni tó kú rí tó padà wá sáyé pé òun kò rí ọ̀run wọ̀ ó. Ẹnìkan wà nílùú Ìjokò wa yìí, ó kú, ó wá ń padà wá sílé, ó wá ń bá ìyàwó ẹ̀ sùn, ó ń sanwó iléèwé àwọn ọmọ. Ìyàwó yẹn wáá bá mi pé...",negative
"Dánfó gbókìtì lórí afárá #3RDMB bí a bá ń lọ #Oworo, súnkẹrẹfàkẹrẹ ti bẹ̀rẹ̀ torí ìran @user @user http://t.co/wyCxYAn0Wi",negative
"RT @user: Nínú ọ̀sẹ̀ kan náà, ìròyìn ikú obìnrin kan ni ó jáde láti ilé-iṣẹ́ Amóhùn-máwòrán Gbogboògbò orílẹ̀-èdè Angola tí ó ní wípé…",negative
"Wọ́n níṣẹ́ laago ń ṣe kú, síbẹ̀, ẹni tí kò bá nà ní ìpèbí, kò gbọdọ̀ jọba. Àṣẹ̀ṣẹ̀ bẹ̀rẹ̀ iṣẹ́ ní í ni 'ni lára.",negative
"Òpó-iná mànàmáná jí i, ó sì ṣubú l'ógèdèǹgbé"""""""" ---- A ní ẹja kan, òjíjí là ń pè é, 'ohun tí ó ń jí (shock) ' ni ẹja yìí ni a fi pè é ní ẹja òjíjí. Gbogbo àwọn tí mànàmáná bá jí kọ́ ni ó máa ń gbé jù sọnù. #idahunsiIbeere140318 #Yoruba https://t.co/IxdQD7VTFn",negative
Fimisile ooo Miosemon Oooo Omoge ... 😆😆🙌🏾🙌🏾 belindaeffah DOP: frameshot_ #yoruba #lifeofahustler #undeserving #movie https://t.co/f5uD2JTkvJ,negative
Gbogbo ojú títì ló ṣú òkùnkùn biribiri. Bẹ́ẹ̀ ni àwọn kan nsọdá títì. Àwọn ọkọ̀ míì ò ní iná lẹ́hìn. Òmíì dákú sójú ọ̀nà. #naija,negative
"Ọwọ́ epo lọmọ aráyé ń báni lá, wọn kì í ń báni lá t'ẹ̀jẹ̀ #owe #Yoruba",negative
RT @user: @user rudurudu ti wo inu aye gbaa!!,negative
Ahhhh afi igba ti awon agbofinro fi ibon gba Gomina ipinle Nijer ano Aliyu Babangida lowo ara ilu. https://t.co/iUGOo6C8fJ,negative
Wẹ́ẹ̀tì ẹ̀; olóṣèlú ọmọ ẹgbẹ́ Dẹmọ; DPNC lọ́dún 1960. Ẹgbẹ́ alátakò dáná sun ilé rẹ̀ ní #OkeSokori lágbo-ilé aládìí. #Abeokuta #Nigeria,negative
@user Ah! Ọlọ́run Ọba. Irọ́ pípa ti wá di ojoojúmọ ní #naija. Àwọn akóròhìn kàyéfì. Àbí báwo ni ọmọ èèyàn ṣe lè bí ẹṣin?,negative
Se lori oro #OsunDecides2018 #OsunElection yi abi nkan mi wa ni be ni. @user eso fun Unku @user ki wan ye pe maaalu ni buoda nitori at je suya! https://t.co/NcyFltRf3C,negative
Tí a bá ń sunkún...,negative
Ejò tó múra ìjà...,negative
"RT @user: Akéréjùpọ̀n/ jàngbórúnkún/ rogbo-àgùntàn; fún làkúègbé, arọmọléegun àti àìsàn orúnkún. #Yoruba #Ewe #Egbo https://t.co/zth…",negative
".@user @user @user A ò lo Ináa mànàmáná dójú àmì, ìyẹn ò sì ní kí Adámú yín ó máà mú ìwé owó iná wá. Ìyẹn ò rá a yín, àfi kí ẹ gba owó ìbànújẹ́. #KoSinaKoSomi",negative
"Ìtákún - Episode 01. A DEATH IN THE FAMILY. (SLIDE I) """"""""""""""""Ohun tó ṣe àkàlàmàgbò tó fi dẹ́kun ẹ̀rin rínrín, tó bá ṣe igúnnugún, á wokoko mọ́ orí ẹyin ni"""""""""""""""". #itakunthestory #itakunbygemini #aremogemini #yoruba https://t.co/covSIUU7CW",negative
"Ìpọ̀nrí ajá ò jobì, irọ́ ni wọ́n pa mọ́ ajá. #Owe #Yoruba",negative
Èèyàn ò sunwọ̀n láàyè; ọjọ́ a kú là ńd'ère. #yoruba,negative
"Kò sí ohun tí ó kan ẹ̀sìn pẹ̀lú òwe, bí ẹ bá máa pa òwe, ẹ pa òwe, ẹ má yí ọ̀rọ̀ òwe padà láti tẹ́ ẹ̀sìn lọ́rùn. Èwo ni """"""""""""""""Ẹní yára ni Jésù ń gbè?"""""""""""""""" Àmọ́ ṣá, àìdúró wámúwámú ń'nú èdè abínibí l'ó fa irú àfojúdi bẹ́ẹ̀ sí àjogúnbá ẹni nítorí kò bójú mu pínìnpínpìn.",negative
"Àlùfáà Samuel Johnson lo ogún ọdún láti ṣe àkójọpọ̀ ìmọ̀ fún ìwé rẹ̀, """"""""""""""""The History of Yorubas"""""""""""""""". Ní ọdún 1899, Àlùfáà Johnson kó àkójọpọ̀ iṣẹ́ yìí ló fún ọ̀gá ilé iṣẹ́ òǹtẹ̀wé Gẹ̀ẹ́sì. Ṣùgbọ́n, àlọ iṣẹ́ náà ló rí, kò rí àbọ̀ rẹ́. https://t.co/4Q2YAJa97h",negative
À ní àwọn kan nínú ìjọba ló ba ìbáṣepọ̀ ìṣòwò orin láàárín Fẹlá àti gbajúgbajà iléeṣẹ́ orin; DECCA jẹ́ ni Olúfẹlá fi kọrin I.T.T. #NiIranti https://t.co/WVMiy0vyuY,negative
"RT @user: @user ogogoro ma n da inu ru oo, o ma n je ki eje ru ko da raara #Kemika",negative
RT @user: @user @user o doni fonfon a sun fonfon Awon ota mi won o ni ji Fonfon l'eta n sun O doni fonfon a sun fonfon.,negative
"RT @user: Kini anfani orogbo? A be koni a we, a je o tun koro, a tun fe fi igi e da ina sango ni omo iya owun ni.... @user",negative
"@user Ọkọ náà kò rí ojú obìnrin náà kí ó tó fẹ́ ẹ ni? Aláìmọ̀kanmọ̀kàn ni ọkùnrin náà, ki ní kan tí àwọn eléèbó ń pè ní 'melanin' ni kò sí l'ẹ́yin ojú Rísíká àtàwọn ọmọ rẹ̀. Bákan náà ni ó rí fún àwọn èèbó tí ó ní irú ojú aláwọ̀ omi aró báyìí.",negative
"Ẹni tó ńbẹ̀rù àti ṣubú, àti dìde á nira fún un. / Whoever is scared of falling will find rising pretty tough. [Nothing ventured, nothing gained; be bullish; be open to taking calculated risks.]~@user #Yoruba #proverb #SARSMUSTEND #EndPoliceBrutality",negative
"Kò sẹ́ni tí òṣùbá sàńdákátà tọ́ sí lónìí, a ò rẹ́ni tó gba ìbéèrè márùn-ún, àyàfi Fọlá Onílé-eré ní @user tó gba mẹ́ta. https://t.co/vclmxx007H",negative
iya omo kilo fun omo re oun fi iku sere igi ibepe ti o le se lo ngun. Kwam1 - Omo Instrumental. I tried. Someone correct me 🤦🏾‍♂️ #Nigeria #yoruba #fuji,negative
"Kánkán l'ewé iná ń jó'mọ Iná yóò jó o yín pa Wàràwàrà l'ọmọ í t'oko ìṣíbọ̀ Ilé ò gbá ọ̀nà ò gbà á ní í ṣe ewé àháràgbá Ilé á lé e yín, ọ̀nà á nà yín Àtilọ àtibọ̀ kì í jẹ́ kí àgánrándì ó gbádùn Ìnira ni ti yín, ẹ ò ní gbádùn #EpeForOurGovernment",negative
RT @user: @user o n fi oju di mi.... He downgraded me.,negative
... IBON Nii N Sii Eni Paa ... EPE Kii Sii Eni Jaa ... #Yoruba. #OKAY.,negative
"Àwọn ọmọ Yorùbá ní ìlú kan ní Orílẹ̀ Èdè Nàìjéríyà ti farígá sí gbogbo rògbòdìyàn ati wàhálá tí àwọn Fúlàni danran-danran fà. Wọ́n sì ń kìlọ̀ fún ṣe isẹ́ wọn. Ài jẹ́ bẹ́, nkan ma sẹlẹ̀. #Yorùbá 👉 Yorùbátv ẸGBẸ… https://t.co/1IxKR9rz6J",negative
"Enu dun rofo. ema je ki Shettima tan yin je, ti ijoba yin ba gbe mekunu awa lama polongo @user ati @user https://t.co/ZRDQxaFx5q",negative
